File Path,Line Number,Function Call
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/google/cloud/aiplatform/models.py,1644,prediction_response = await self._prediction_async_client.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/google/cloud/aiplatform/models.py,2007,"""""""HTTP path to send prediction requests to, used when calling `PrivateEndpoint.predict()`"""""""
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/google/cloud/aiplatform/models.py,2254,response = my_private_endpoint.predict(instances=[...])
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/google/cloud/aiplatform/models.py,2677,(`Endpoint.predict()` or `Endpoint.explain()`). Such a Model can serve
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/google/cloud/aiplatform/models.py,2695,by using `Endpoint.predict()` or `Endpoint.explain()`.
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/google/cloud/aiplatform/models.py,2716,by using `Endpoint.predict()` or `Endpoint.explain()`.
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/google/cloud/aiplatform/explain/lit.py,154,prediction_object = self._endpoint.predict(instances)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/google/cloud/aiplatform/prediction/predictor.py,35,predictor.postprocess(predictor.predict(predictor.preprocess(prediction_input)))
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/google/cloud/aiplatform/prediction/handler.py,119,self._predictor.predict(self._predictor.preprocess(prediction_input))
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/google/cloud/aiplatform/prediction/local_model.py,432,predict_response = local_endpoint.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/google/cloud/aiplatform/prediction/local_model.py,453,predict_response = local_endpoint.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/google/cloud/aiplatform/prediction/xgboost/predictor.py,95,return self._booster.predict(instances)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/google/cloud/aiplatform/prediction/sklearn/predictor.py,80,return self._model.predict(instances)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/google/cloud/aiplatform/preview/vertex_ray/predict/xgboost/register.py,60,result = trainer.fit()
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/google/cloud/aiplatform/preview/vertex_ray/predict/torch/register.py,37,result = TorchTrainer.fit(...)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/google/cloud/aiplatform/preview/vertex_ray/predict/sklearn/register.py,60,result = trainer.fit()
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/google/cloud/aiplatform/preview/vertex_ray/predict/tensorflow/register.py,59,result = trainer.fit()
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/google/cloud/aiplatform/metadata/experiment_run_resource.py,1194,"model.fit(X, y)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/google/cloud/aiplatform/metadata/metadata.py,683,"model.fit(X, y)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/google/cloud/aiplatform/metadata/_models.py,382,"model.fit(X, y)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/google/cloud/aiplatform/metadata/schema/google/artifact_schema.py,768,pred_y = model.predict(test_X)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/google/cloud/aiplatform_v1/services/prediction_service/client.py,741,response = client.predict(request=request)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/google/cloud/aiplatform_v1/services/prediction_service/async_client.py,309,response = await client.predict(request=request)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/gapic/aiplatform_v1beta1/test_prediction_service.py,1204,response = client.predict(request)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/gapic/aiplatform_v1beta1/test_prediction_service.py,1229,client.predict()
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/gapic/aiplatform_v1beta1/test_prediction_service.py,1259,response = await client.predict(request)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/gapic/aiplatform_v1beta1/test_prediction_service.py,1293,client.predict(request)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/gapic/aiplatform_v1beta1/test_prediction_service.py,1325,await client.predict(request)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/gapic/aiplatform_v1beta1/test_prediction_service.py,1348,client.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/gapic/aiplatform_v1beta1/test_prediction_service.py,1365,await client.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/gapic/aiplatform_v1beta1/test_prediction_service.py,3349,response = client.predict(request)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/gapic/aiplatform_v1beta1/test_prediction_service.py,3425,response = client.predict(request)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/gapic/aiplatform_v1beta1/test_prediction_service.py,3494,client.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/gapic/aiplatform_v1beta1/test_prediction_service.py,3527,client.predict(request)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/gapic/aiplatform_v1beta1/test_prediction_service.py,3563,client.predict(**mock_args)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/gapic/aiplatform_v1beta1/test_prediction_service.py,3585,client.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/gapic/aiplatform_v1/test_prediction_service.py,1204,response = client.predict(request)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/gapic/aiplatform_v1/test_prediction_service.py,1229,client.predict()
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/gapic/aiplatform_v1/test_prediction_service.py,1259,response = await client.predict(request)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/gapic/aiplatform_v1/test_prediction_service.py,1293,client.predict(request)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/gapic/aiplatform_v1/test_prediction_service.py,1325,await client.predict(request)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/gapic/aiplatform_v1/test_prediction_service.py,1348,client.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/gapic/aiplatform_v1/test_prediction_service.py,1365,await client.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/gapic/aiplatform_v1/test_prediction_service.py,3352,response = client.predict(request)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/gapic/aiplatform_v1/test_prediction_service.py,3428,response = client.predict(request)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/gapic/aiplatform_v1/test_prediction_service.py,3497,client.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/gapic/aiplatform_v1/test_prediction_service.py,3530,client.predict(request)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/gapic/aiplatform_v1/test_prediction_service.py,3566,client.predict(**mock_args)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/gapic/aiplatform_v1/test_prediction_service.py,3588,client.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_endpoints.py,1960,test_prediction = test_endpoint.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_endpoints.py,2063,test_endpoint.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_endpoints.py,2078,test_endpoint.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_endpoints.py,2351,test_prediction = test_endpoint.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_prediction.py,2603,response = endpoint.predict(request=request)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_prediction.py,2626,"response = endpoint.predict(request=request, headers=headers)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_prediction.py,2652,response = endpoint.predict(request_file=request_file)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_prediction.py,2681,"response = endpoint.predict(request_file=request_file, headers=headers)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_prediction.py,2704,endpoint.predict(request=request)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_prediction.py,2729,"endpoint.predict(request=request, request_file=request_file)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_prediction.py,2748,endpoint.predict()
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_prediction.py,2768,endpoint.predict(request_file=request_file)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_prediction.py,2790,endpoint.predict(request=request)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_prediction.py,2816,"endpoint.predict(request=request, verbose=False)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_metadata.py,1711,"model.fit(train_x, train_y)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_metadata_models.py,120,"model.fit(train_x, train_y)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_metadata_models.py,156,"model.fit(x, y)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_metadata_models.py,354,"model.fit(train_x, train_y)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_metadata_models.py,406,"model.fit(train_x, train_y)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_metadata_models.py,519,"xgb_model.fit(x, y)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_metadata_models.py,576,"model.fit(x, y)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_end_to_end.py,207,test_prediction = created_endpoint.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_language_models.py,1678,response = model.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_language_models.py,1767,response = model.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_language_models.py,1801,model.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_language_models.py,1838,response = model.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_language_models.py,1906,response = model.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_language_models.py,3911,response = model.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_language_models.py,3939,model.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_language_models.py,3950,model.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_language_models.py,3982,response = model.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_language_models.py,4064,response = model.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_language_models.py,4080,model.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_language_models.py,4089,model.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_language_models.py,4450,response = model.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_autologging.py,619,"model.fit(X, y, epochs=5)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_autologging.py,897,# a subsequent model.fit() call should create another ExperimentRun
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_autologging.py,905,# the above model.fit() calls should not result in any data being written locally
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_explain_saved_model_metadata_builder_tf2_test.py,107,"subclassed_model.fit(x_train, y_train, batch_size=1, epochs=1)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/aiplatform/test_explain_saved_model_metadata_builder_tf2_test.py,175,model.fit(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertex_ray/test_ray_prediction.py,200,"values = model.predict([[1, 1, 1, 1]])"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertex_ray/test_ray_prediction.py,302,"y_pred = estimator.predict([[10, 11]])"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertex_ray/test_ray_prediction.py,408,"y_pred = model.predict(xgboost.DMatrix(np.array([[1, 2]])))"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertex_ray/test_prediction_utils.py,26,"model.fit(train_x, train_y, epochs=1)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertex_ray/test_prediction_utils.py,41,"estimator.fit(x, y)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertex_ray/test_prediction_utils.py,48,"return xgboost.XGBClassifier().fit(train_x, train_y)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_serializers.py,347,"sklearn_estimator.fit(train_x, train_y)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_serializers.py,369,"sklearn_estimator.fit(train_x, train_y)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_serializers.py,393,"sklearn_estimator.fit(train_x, train_y)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_serializers.py,409,"sklearn_estimator.fit(train_x, train_y)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_serializers.py,434,"sklearn_estimator.fit(train_x, train_y)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_container_training.py,324,test_trainer.fit(test_data)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_container_training.py,398,test_trainer.fit()
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_container_training.py,428,test_trainer.fit()
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_container_training.py,456,test_trainer.fit()
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_container_training.py,522,test_trainer.fit()
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_container_training.py,586,test_trainer.fit()
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_tabnet_trainer.py,123,"test_tabnet_trainer.fit(training_data=_TEST_DATA, validation_data=_TEST_DATA)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_tabnet_trainer.py,320,"test_tabnet_trainer.fit(training_data=_TEST_DATA, validation_data=_TEST_DATA)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_tabnet_trainer.py,515,"test_tabnet_trainer.fit(training_data=_TEST_DATA, validation_data=_TEST_DATA)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_tabnet_trainer.py,625,test_predict_results = test_tabnet_trainer.predict(test_data)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_tabnet_trainer.py,679,test_predict_results = test_tabnet_trainer.predict(test_data)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_tabnet_trainer.py,738,test_predict_results = test_tabnet_trainer.predict(test_data)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_tabnet_trainer.py,782,test_tabnet_trainer.predict(pd.DataFrame())
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_tabnet_trainer.py,786,test_tabnet_trainer.predict(pd.DataFrame())
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_tabnet_trainer.py,799,test_tabnet_trainer.predict(pd.DataFrame())
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_developer_mark.py,253,@vertexai.preview.developer.mark.predict()
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_developer_mark.py,267,@vertexai.preview.developer.mark.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_prediction.py,82,model.predict(_X_TEST)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_prediction.py,119,model.predict(_X_TEST)
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,585,"model.fit(_X_TRAIN, _Y_TRAIN)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,601,"returned_model = model.fit(_X_TRAIN, _Y_TRAIN)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,615,"model.fit(_X_TRAIN, _Y_TRAIN)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,672,"returned_history = model.fit(_X_TRAIN, _Y_TRAIN)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,798,"model.fit(_X_TRAIN, _Y_TRAIN)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,841,"model.score(_X_TEST, _Y_TEST)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,862,"model.fit(_X_TRAIN, _Y_TRAIN)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,905,"model.score(_X_TEST, _Y_TEST)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,926,"model.fit(_X_TRAIN, _Y_TRAIN)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,969,"model.score(_X_TEST, _Y_TEST)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,1002,"model.fit(_X_TRAIN, _Y_TRAIN)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,1055,"model.score(_X_TEST, _Y_TEST)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,1087,"model.fit(_X_TRAIN, _Y_TRAIN)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,1137,"model.score(_X_TEST, _Y_TEST)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,1170,"model.fit(_X_TRAIN, _Y_TRAIN)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,1266,"model.fit(_X_TRAIN, _Y_TRAIN)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,1289,"model.fit(_X_TRAIN, _Y_TRAIN)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,1361,"model.fit(_X_TRAIN, _Y_TRAIN)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,1437,"model.fit(_X_TRAIN, _Y_TRAIN)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,1513,"model.fit(_X_TRAIN, _Y_TRAIN)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,1595,"model.fit(_X_TRAIN, _Y_TRAIN)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,1685,"model.fit(_X_TRAIN, _Y_TRAIN)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,1730,"model.score(_X_TEST, _Y_TEST)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,1771,"model.fit(_X_TRAIN, _Y_TRAIN)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,1819,"model.score(_X_TEST, _Y_TEST)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,1879,"model.fit(_X_TRAIN, _Y_TRAIN)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,1924,"model.score(_X_TEST, _Y_TEST)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,1977,"model.fit(_X_TRAIN, _Y_TRAIN)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,2025,"model.fit(_X_TRAIN, _Y_TRAIN)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,2074,"model.score(_X_TEST, _Y_TEST)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,2102,"model.fit(_X_TRAIN, _Y_TRAIN)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_remote_training.py,2145,"model.score(_X_TEST, _Y_TEST)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_vizier_hyperparameter_tuner.py,1210,@vertexai.preview.developer.mark.predict()
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_vizier_hyperparameter_tuner.py,1404,"test_tuner.fit(x=_TEST_X_TEST, y=_TEST_Y_TEST_CLASSIFICATION_BINARY)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_vizier_hyperparameter_tuner.py,1456,test_tuner.fit(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_vizier_hyperparameter_tuner.py,1504,test_tuner.fit(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_vizier_hyperparameter_tuner.py,1543,test_tuner.fit(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/unit/vertexai/test_vizier_hyperparameter_tuner.py,1631,test_tuner.fit(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/system/aiplatform/test_e2e_tabular.py,161,"custom_prediction = custom_endpoint.predict([_INSTANCE], timeout=180.0)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/system/aiplatform/test_e2e_tabular.py,166,automl_prediction = automl_endpoint.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/system/aiplatform/test_e2e_tabular.py,173,custom_endpoint.predict([_INSTANCE])
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/system/aiplatform/test_language_models.py,61,assert model.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/system/aiplatform/test_language_models.py,141,assert model.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/system/aiplatform/test_language_models.py,430,response1 = tuned_model1.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/system/aiplatform/test_language_models.py,446,tuned_model_response = tuned_model.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/system/aiplatform/test_autologging.py,83,"model.fit(X, y, epochs=5)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/system/aiplatform/test_autologging.py,93,"model.fit(X, y)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/system/aiplatform/test_autologging.py,103,"model.fit(X, y)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/system/aiplatform/test_autologging.py,105,"model.score(X, y)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/system/aiplatform/test_autologging.py,117,"clf.fit(iris.data, iris.target)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/system/aiplatform/test_model_monitoring.py,247,"self.endpoint.predict([DEFAULT_INPUT], use_raw_predict=True)"
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/system/aiplatform/test_prediction_cpr.py,69,local_predict_response = local_endpoint.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/system/aiplatform/test_prediction_cpr.py,79,interactive_local_predict_response = interactive_local_endpoint.predict(
/Users/cba/Desktop/github_datascience_code/download_code/googleapis_python-aiplatform/tests/system/aiplatform/test_prediction_cpr.py,109,predict_response = endpoint.predict(instances=_PREDICTION_INPUT)
